,Study_name,Respondent_Name,Gender,Age,Group,Type,Label,Start,Duration,ParentStimulus,Parent_Stimulus_Start,Parent_Stimulus_Duration,Hit_time_G,Time_spent_G,Time_spent_G_Percentage,Respondent_ratio_G,Revisit_G_Revisitors,Revisit_G_Visitors,Revisit_G_Revisits,TTFF_F,Time_spent_F,Time_spent_F_Percentage,Revisit_F_Revisitors,Revisit_F_Visitors,Revisit_F_Revisits,Fixations_Count,First_Fixation_Duration,Average_Fixations_Duration,Mouse_Clicks
12401,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,2 STEMI,215707,30077,ST elevation MI,215707,30077,6375,801,3,1,1,1,2,6214,517,2,1,1,3,7,100,74,0
12402,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,aVL STEMI,215707,30077,ST elevation MI,215707,30077,125,1685,6,1,1,1,5,174,750,2,1,1,7,20,16,37,0
12403,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V2 STEMI,215707,30077,ST elevation MI,215707,30077,5125,551,2,1,1,1,2,5114,150,0,1,1,2,4,17,38,0
12404,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5 STEMI,215707,30077,ST elevation MI,215707,30077,4875,500,2,1,1,1,2,4862,251,1,1,1,3,5,17,50,0
12405,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,1 STEMI,215707,30077,ST elevation MI,215707,30077,875,3320,11,1,1,1,7,759,1833,6,1,1,10,37,17,50,0
12406,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,aVR STEMI,215707,30077,ST elevation MI,215707,30077,1625,3253,11,1,1,1,8,1627,1800,6,1,1,11,38,17,47,0
12407,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1 STEMI,215707,30077,ST elevation MI,215707,30077,8375,1735,6,1,1,1,4,5181,1033,3,1,1,5,23,17,45,0
12408,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V4 STEMI,215707,30077,ST elevation MI,215707,30077,5125,851,3,1,1,1,3,5015,517,2,1,1,3,9,17,57,0
12409,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-2 STEMI,215707,30077,ST elevation MI,215707,30077,30125,100,0,1,0,0,0,30046,0,0,0,0,0,0,-1,-1,0
12410,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-3 STEMI,215707,30077,ST elevation MI,215707,30077,-1,0,0,0,0,0,0,30046,0,0,0,0,0,0,-1,-1,0
12411,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-4 STEMI,215707,30077,ST elevation MI,215707,30077,3625,684,2,1,1,1,2,3543,367,1,1,1,2,8,16,46,0
12412,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-2 STEMI,215707,30077,ST elevation MI,215707,30077,19625,1435,5,1,1,1,5,19580,799,3,1,1,6,18,17,44,0
12413,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-3 STEMI,215707,30077,ST elevation MI,215707,30077,23375,467,2,1,1,1,2,23484,233,1,1,1,2,5,150,47,0
12414,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-4 STEMI,215707,30077,ST elevation MI,215707,30077,23875,1652,5,1,1,1,3,23717,701,2,1,1,4,20,17,35,0
12415,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-2 STEMI,215707,30077,ST elevation MI,215707,30077,2625,734,2,1,1,1,2,2545,250,1,1,1,2,8,100,31,0
12416,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-3 STEMI,215707,30077,ST elevation MI,215707,30077,24625,400,1,1,1,1,2,24651,150,0,1,1,2,5,33,30,0
12417,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-4 STEMI,215707,30077,ST elevation MI,215707,30077,30125,100,0,1,0,0,0,30046,0,0,0,0,0,0,-1,-1,0
12418,ECG Study,Nurse 3,FEMALE,0,Nurse,Stimulus,Complete heart block,253543,30051,,,,,,,,,,,,,,,,,,,,
12419,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-1 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,30125,17,0,1,0,0,0,30049,0,0,0,0,0,0,-1,-1,0
12420,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-1 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,11625,267,1,1,0,1,0,11489,167,1,0,1,0,1,167,167,0
12421,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-1 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,8375,868,3,1,1,1,3,8339,266,1,1,1,4,10,33,27,0
12422,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,3 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,7875,901,3,1,0,1,0,7335,516,2,1,1,2,7,67,74,0
12423,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,aVF CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,375,484,2,1,1,1,2,6285,150,0,1,1,2,5,16,30,0
12424,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V3 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,375,1619,5,1,1,1,5,375,934,3,1,1,6,13,17,72,0
12425,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V6 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,27875,417,1,1,1,1,2,27972,283,1,1,1,2,5,16,57,0
12426,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,2 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,30125,117,0,1,0,0,0,30049,0,0,0,0,0,0,-1,-1,0
12427,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,aVL CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,6375,117,0,1,0,1,0,30049,0,0,0,0,0,0,-1,-1,0
12428,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V2 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,5375,968,3,1,1,1,3,5330,352,1,1,1,5,6,52,59,0
12429,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,27625,351,1,1,0,1,0,27671,184,1,0,1,0,4,17,46,0
12430,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,1 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,1375,3155,11,1,1,1,6,1092,1902,6,1,1,6,31,50,61,0
12431,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,aVR CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,1875,5008,17,1,1,1,10,1609,3252,11,1,1,10,41,217,79,0
12432,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,2375,2604,9,1,1,1,7,2158,1399,5,1,1,9,29,100,48,0
12433,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V4 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,14875,184,1,1,0,1,0,14808,117,0,0,1,0,1,117,117,0
12434,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,Information CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,-1,0,0,0,0,0,0,30049,0,0,0,0,0,0,-1,-1,0
12435,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-2 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,625,1786,6,1,1,1,4,608,834,3,1,1,5,11,33,76,0
12436,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-3 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,5625,935,3,1,1,1,2,6835,350,1,1,1,2,11,16,32,0
12437,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V1-4 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,8875,918,3,1,1,1,2,8956,535,2,1,1,2,13,16,41,0
12438,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-2 CompleteHeartBlock copy,253543,30051,Complete heart block,253543,30051,875,384,1,1,1,1,2,775,167,1,1,1,2,6,17,28,0
12439,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-3 CompleteHeartBlock copy copy,253543,30051,Complete heart block,253543,30051,11125,317,1,1,0,1,0,11006,217,1,0,1,0,2,183,108,0
12440,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,II-4 CompleteHeartBlock copy copy copy,253543,30051,Complete heart block,253543,30051,10875,184,1,1,0,1,0,10806,117,0,0,1,0,2,84,58,0
12441,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-2 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,125,150,1,1,0,1,0,9,66,0,0,1,0,3,33,22,0
12442,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-3 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,-1,0,0,0,0,0,0,30049,0,0,0,0,0,0,-1,-1,0
12443,ECG Study,Nurse 3,FEMALE,0,Nurse,Static AOI,V5-4 CompleteHeartBlock,253543,30051,Complete heart block,253543,30051,30125,17,0,1,0,0,0,30049,0,0,0,0,0,0,-1,-1,0
12444,ECG Study,Nurse 2,FEMALE,0,Nurse,Stimulus,Normal sinus rhythm,334456,30050,,,,,,,,,,,,,,,,,,,,
12445,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-1 NSR,334456,30050,Normal sinus rhythm,334456,30050,6375,550,2,1,0,1,0,6116,334,1,1,1,2,7,167,48,0
12446,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-1 NSR,334456,30050,Normal sinus rhythm,334456,30050,6125,317,1,1,0,1,0,5548,34,0,1,1,2,2,17,17,0
12447,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-1 NSR,334456,30050,Normal sinus rhythm,334456,30050,5125,1466,5,1,1,1,4,4964,916,3,1,1,5,18,116,51,0
12448,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,1 NSR,334456,30050,Normal sinus rhythm,334456,30050,1125,7399,25,1,1,1,7,1047,4351,14,1,1,17,74,283,59,0
12449,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVR NSR,334456,30050,Normal sinus rhythm,334456,30050,625,3666,12,1,1,1,4,480,3318,11,1,1,8,24,517,138,0
12450,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1 NSR,334456,30050,Normal sinus rhythm,334456,30050,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12451,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V4 NSR,334456,30050,Normal sinus rhythm,334456,30050,3625,950,3,1,0,1,0,3230,734,2,0,1,0,5,50,147,0
12452,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,2 NSR,334456,30050,Normal sinus rhythm,334456,30050,2125,1983,7,1,1,1,5,2096,1182,4,1,1,8,27,66,44,0
12453,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVL NSR,334456,30050,Normal sinus rhythm,334456,30050,375,767,3,1,1,1,2,330,451,2,1,1,2,10,17,45,0
12454,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V2 NSR,334456,30050,Normal sinus rhythm,334456,30050,30125,17,0,1,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12455,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5 NSR,334456,30050,Normal sinus rhythm,334456,30050,4375,517,2,1,0,1,0,3163,350,1,1,1,2,4,16,88,0
12456,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,3 NSR,334456,30050,Normal sinus rhythm,334456,30050,5375,2833,9,1,1,1,3,5163,1383,5,1,1,8,33,17,42,0
12457,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVF NSR,334456,30050,Normal sinus rhythm,334456,30050,375,883,3,1,1,1,3,214,582,2,1,1,4,12,16,48,0
12458,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V3 NSR,334456,30050,Normal sinus rhythm,334456,30050,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12459,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V6 NSR,334456,30050,Normal sinus rhythm,334456,30050,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12460,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,Information NSR,334456,30050,Normal sinus rhythm,334456,30050,7125,3499,12,1,1,1,5,6732,1932,6,1,1,8,32,167,60,0
12461,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-2 NSR,334456,30050,Normal sinus rhythm,334456,30050,12875,367,1,1,1,1,2,13201,83,0,1,1,2,4,17,21,0
12462,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V3-3 NSR,334456,30050,Normal sinus rhythm,334456,30050,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12463,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-4 NSR,334456,30050,Normal sinus rhythm,334456,30050,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12464,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-2 NSR,334456,30050,Normal sinus rhythm,334456,30050,30125,33,0,1,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12465,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-3 NSR,334456,30050,Normal sinus rhythm,334456,30050,13625,383,1,1,0,1,0,13618,218,1,1,1,3,5,17,44,0
12466,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-4 NSR,334456,30050,Normal sinus rhythm,334456,30050,30125,17,0,1,0,0,0,14201,16,0,0,1,0,1,16,16,0
12467,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-2 NSR,334456,30050,Normal sinus rhythm,334456,30050,14625,383,1,1,0,1,0,14418,183,1,0,1,0,5,33,37,0
12468,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-3 NSR,334456,30050,Normal sinus rhythm,334456,30050,14125,283,1,1,0,1,0,13901,183,1,1,1,2,4,17,46,0
12469,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-4 NSR,334456,30050,Normal sinus rhythm,334456,30050,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12470,ECG Study,Nurse 2,FEMALE,0,Nurse,Stimulus,Atrial fibrillation,138828,30070,,,,,,,,,,,,,,,,,,,,
12471,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-1 AFib,138828,30070,Atrial fibrillation,138828,30070,28875,1283,4,1,0,1,0,28488,1050,3,1,1,2,15,17,70,0
12472,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,1 AFib,138828,30070,Atrial fibrillation,138828,30070,875,13664,45,1,1,1,8,834,10820,36,1,1,16,114,184,95,0
12473,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVR AFib,138828,30070,Atrial fibrillation,138828,30070,125,1283,4,1,1,1,3,126,715,2,1,1,3,12,50,60,0
12474,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1 AFib,138828,30070,Atrial fibrillation,138828,30070,23125,517,2,1,1,1,2,23052,167,1,0,1,0,1,167,167,0
12475,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V4 AFib,138828,30070,Atrial fibrillation,138828,30070,23375,1800,6,1,1,1,2,23303,1382,5,1,1,2,12,200,115,0
12476,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,2 AFib,138828,30070,Atrial fibrillation,138828,30070,1625,5049,17,1,1,1,5,1434,3181,11,1,1,18,46,33,69,0
12477,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVL AFib,138828,30070,Atrial fibrillation,138828,30070,1125,633,2,1,1,1,3,1117,234,1,1,1,2,5,17,47,0
12478,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V2 AFib,138828,30070,Atrial fibrillation,138828,30070,24125,350,1,1,1,1,2,24153,267,1,1,1,2,3,83,89,0
12479,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5 AFib,138828,30070,Atrial fibrillation,138828,30070,23875,717,2,1,1,1,3,24003,466,2,1,1,3,6,33,78,0
12480,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,3 AFib,138828,30070,Atrial fibrillation,138828,30070,-1,0,0,0,0,0,0,30061,0,0,0,0,0,0,-1,-1,0
12481,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVF AFib,138828,30070,Atrial fibrillation,138828,30070,30125,33,0,1,0,0,0,30061,0,0,0,0,0,0,-1,-1,0
12482,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V3 AFib,138828,30070,Atrial fibrillation,138828,30070,-1,0,0,0,0,0,0,30061,0,0,0,0,0,0,-1,-1,0
12483,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V6 AFib,138828,30070,Atrial fibrillation,138828,30070,-1,0,0,0,0,0,0,30061,0,0,0,0,0,0,-1,-1,0
12484,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-2 AFib,138828,30070,Atrial fibrillation,138828,30070,27875,600,2,1,0,1,0,27789,334,1,0,1,0,7,16,48,0
12485,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-3 AFib,138828,30070,Atrial fibrillation,138828,30070,-1,0,0,0,0,0,0,30061,0,0,0,0,0,0,-1,-1,0
12486,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-4 AFib,138828,30070,Atrial fibrillation,138828,30070,-1,0,0,0,0,0,0,30061,0,0,0,0,0,0,-1,-1,0
12487,ECG Study,Nurse 2,FEMALE,0,Nurse,Stimulus,hyperkalemia,257767,30052,,,,,,,,,,,,,,,,,,,,
12488,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-1 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,30125,50,0,1,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
12489,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,1 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,875,14644,49,1,1,1,9,546,8836,29,1,1,18,173,183,51,0
12490,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVR Hyperkalemia,257767,30052,hyperkalemia,257767,30052,1625,3603,12,1,1,1,4,1463,2448,8,1,1,7,38,17,64,0
12491,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,12125,1251,4,1,1,1,2,11950,683,2,1,1,2,19,16,36,0
12492,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V4 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,-1,0,0,0,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
12493,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,2 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,2375,2635,9,1,1,1,10,2400,1001,3,1,1,12,30,17,33,0
12494,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVL Hyperkalemia,257767,30052,hyperkalemia,257767,30052,375,1134,4,1,1,1,2,46,601,2,1,1,3,18,17,33,0
12495,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V2 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,30125,100,0,1,0,0,0,13067,17,0,0,1,0,1,17,17,0
12496,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,30125,33,0,1,0,0,0,13500,17,0,0,1,0,1,17,17,0
12497,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,3 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,12875,467,2,1,1,1,2,12800,251,1,1,1,2,5,17,50,0
12498,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVF Hyperkalemia,257767,30052,hyperkalemia,257767,30052,12375,584,2,1,0,1,0,12317,317,1,1,1,4,8,84,40,0
12499,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V3 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,13125,1201,4,1,1,1,3,13100,650,2,1,1,5,9,34,72,0
12500,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V6 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,13375,634,2,1,1,1,2,13350,300,1,1,1,2,6,83,50,0
12501,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V4R Hyperkalemia,257767,30052,hyperkalemia,257767,30052,26625,367,1,1,0,1,0,26600,317,1,0,1,0,3,234,106,0
12502,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V3R Hyperkalemia,257767,30052,hyperkalemia,257767,30052,23875,334,1,1,0,1,0,23673,233,1,1,1,2,2,50,116,0
12503,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V7 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,30125,17,0,1,0,0,0,29701,17,0,0,1,0,1,17,17,0
12504,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V8 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,-1,0,0,0,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
12505,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-2 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,-1,0,0,0,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
12506,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-3 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,-1,0,0,0,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
12507,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-4 Hyperkalemia,257767,30052,hyperkalemia,257767,30052,-1,0,0,0,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
12508,ECG Study,Nurse 2,FEMALE,0,Nurse,Stimulus,Atrial flutter,296562,30056,,,,,,,,,,,,,,,,,,,,
12509,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-1 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12510,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-1 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12511,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-1 AFlutter,296562,30056,Atrial flutter,296562,30056,30125,17,0,1,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12512,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,1 AFlutter,296562,30056,Atrial flutter,296562,30056,875,16147,54,1,1,1,12,543,14170,47,1,1,12,80,117,177,0
12513,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVR AFlutter,296562,30056,Atrial flutter,296562,30056,9875,1483,5,1,1,1,3,9761,968,3,1,1,3,12,66,81,0
12514,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1 short AFlutter,296562,30056,Atrial flutter,296562,30056,26375,350,1,1,0,1,0,26238,416,1,0,1,0,3,183,139,0
12515,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V4 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12516,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,2 AFlutter,296562,30056,Atrial flutter,296562,30056,375,900,3,1,1,1,5,360,367,1,1,1,9,14,133,26,0
12517,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVL AFlutter,296562,30056,Atrial flutter,296562,30056,22625,883,3,1,0,1,0,110,717,2,1,1,3,8,17,90,0
12518,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V2 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12519,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5 short AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12520,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,3 AFlutter,296562,30056,Atrial flutter,296562,30056,23875,2799,9,1,1,1,2,23905,1583,5,1,1,6,30,66,53,0
12521,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,aVF AFlutter,296562,30056,Atrial flutter,296562,30056,125,617,2,1,1,1,2,10,300,1,1,1,3,7,83,43,0
12522,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V3 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12523,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V6 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12524,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,Information AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12525,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-2 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12526,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-3 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12527,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V1-4 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12528,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-2 AFlutter,296562,30056,Atrial flutter,296562,30056,24375,1750,6,1,0,1,0,24188,1667,6,0,1,0,3,133,556,0
12529,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-3 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12530,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,II-4 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12531,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-2 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12532,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-3 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12533,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-4 AFlutter,296562,30056,Atrial flutter,296562,30056,-1,0,0,0,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
12534,ECG Study,Nurse 2,FEMALE,0,Nurse,Stimulus,Ventricular tachycardia,92919,30055,,,,,,,,,,,,,,,,,,,,
12535,ECG Study,Nurse 2,FEMALE,0,Nurse,Static AOI,V5-1 VTach,92919,30055,Ventricular tachycardia,92919,30055,30125,50,0,1,0,0,0,30044,0,0,0,0,0,0,-1,-1,0
